OA21CD,RUC21CD,RUC21NM,Urban_rural_flag,ObjectId
E00000786,UN1,Urban: Nearer to a major town or city,Urban,466
E00000787,UN1,Urban: Nearer to a major town or city,Urban,467
E00000788,UN1,Urban: Nearer to a major town or city,Urban,468
E00000789,UN1,Urban: Nearer to a major town or city,Urban,469
E00000790,UN1,Urban: Nearer to a major town or city,Urban,470
E00000791,UN1,Urban: Nearer to a major town or city,Urban,471
E00000792,UN1,Urban: Nearer to a major town or city,Urban,472
E00000793,UN1,Urban: Nearer to a major town or city,Urban,473
E00000794,UN1,Urban: Nearer to a major town or city,Urban,474
E00000795,UN1,Urban: Nearer to a major town or city,Urban,475
E00000796,UN1,Urban: Nearer to a major town or city,Urban,476
E00000797,UN1,Urban: Nearer to a major town or city,Urban,477
E00000798,UN1,Urban: Nearer to a major town or city,Urban,478
E00000799,UN1,Urban: Nearer to a major town or city,Urban,479
E00000800,UN1,Urban: Nearer to a major town or city,Urban,480
E00000801,UN1,Urban: Nearer to a major town or city,Urban,481
E00000802,UN1,Urban: Nearer to a major town or city,Urban,482
E00000803,UN1,Urban: Nearer to a major town or city,Urban,483
E00000804,UN1,Urban: Nearer to a major town or city,Urban,484
E00000805,UN1,Urban: Nearer to a major town or city,Urban,485
E00000806,UN1,Urban: Nearer to a major town or city,Urban,486
E00000807,UN1,Urban: Nearer to a major town or city,Urban,487
E00000808,UN1,Urban: Nearer to a major town or city,Urban,488
E00000809,UN1,Urban: Nearer to a major town or city,Urban,489
E00000810,UN1,Urban: Nearer to a major town or city,Urban,490
E00000811,UN1,Urban: Nearer to a major town or city,Urban,491
E00000812,UN1,Urban: Nearer to a major town or city,Urban,492
E00000813,UN1,Urban: Nearer to a major town or city,Urban,493
E00000814,UN1,Urban: Nearer to a major town or city,Urban,494
E00000815,UN1,Urban: Nearer to a major town or city,Urban,495
E00000816,UN1,Urban: Nearer to a major town or city,Urban,496
E00000817,UN1,Urban: Nearer to a major town or city,Urban,497
E00000818,UN1,Urban: Nearer to a major town or city,Urban,498
E00000819,UN1,Urban: Nearer to a major town or city,Urban,499
E00000820,UN1,Urban: Nearer to a major town or city,Urban,500
E00000821,UN1,Urban: Nearer to a major town or city,Urban,501
E00000441,UN1,Urban: Nearer to a major town or city,Urban,502
E00000442,UN1,Urban: Nearer to a major town or city,Urban,503
E00000443,UN1,Urban: Nearer to a major town or city,Urban,504
E00000444,UN1,Urban: Nearer to a major town or city,Urban,505
E00000445,UN1,Urban: Nearer to a major town or city,Urban,506
E00000446,UN1,Urban: Nearer to a major town or city,Urban,507
E00000447,UN1,Urban: Nearer to a major town or city,Urban,508
E00000448,UN1,Urban: Nearer to a major town or city,Urban,509
E00000449,UN1,Urban: Nearer to a major town or city,Urban,510
E00000450,UN1,Urban: Nearer to a major town or city,Urban,511
E00000451,UN1,Urban: Nearer to a major town or city,Urban,512
E00000453,UN1,Urban: Nearer to a major town or city,Urban,513
E00000454,UN1,Urban: Nearer to a major town or city,Urban,514
E00000455,UN1,Urban: Nearer to a major town or city,Urban,515
E00000456,UN1,Urban: Nearer to a major town or city,Urban,516
E00000457,UN1,Urban: Nearer to a major town or city,Urban,517
E00000461,UN1,Urban: Nearer to a major town or city,Urban,518
E00000462,UN1,Urban: Nearer to a major town or city,Urban,519
E00000463,UN1,Urban: Nearer to a major town or city,Urban,520
E00000464,UN1,Urban: Nearer to a major town or city,Urban,521
E00000465,UN1,Urban: Nearer to a major town or city,Urban,522
E00000466,UN1,Urban: Nearer to a major town or city,Urban,523
E00000467,UN1,Urban: Nearer to a major town or city,Urban,524
E00000468,UN1,Urban: Nearer to a major town or city,Urban,525
E00000469,UN1,Urban: Nearer to a major town or city,Urban,526
E00000470,UN1,Urban: Nearer to a major town or city,Urban,527
E00000471,UN1,Urban: Nearer to a major town or city,Urban,528
E00000472,UN1,Urban: Nearer to a major town or city,Urban,529
E00000475,UN1,Urban: Nearer to a major town or city,Urban,530
E00000476,UN1,Urban: Nearer to a major town or city,Urban,531
E00000477,UN1,Urban: Nearer to a major town or city,Urban,532
E00000478,UN1,Urban: Nearer to a major town or city,Urban,533
E00000479,UN1,Urban: Nearer to a major town or city,Urban,534
E00000480,UN1,Urban: Nearer to a major town or city,Urban,535
E00000481,UN1,Urban: Nearer to a major town or city,Urban,536
E00000482,UN1,Urban: Nearer to a major town or city,Urban,537
E00000483,UN1,Urban: Nearer to a major town or city,Urban,538
E00000484,UN1,Urban: Nearer to a major town or city,Urban,539
E00000485,UN1,Urban: Nearer to a major town or city,Urban,540
E00000487,UN1,Urban: Nearer to a major town or city,Urban,541
E00000488,UN1,Urban: Nearer to a major town or city,Urban,542
E00000489,UN1,Urban: Nearer to a major town or city,Urban,543
E00000490,UN1,Urban: Nearer to a major town or city,Urban,544
E00000491,UN1,Urban: Nearer to a major town or city,Urban,545
E00000492,UN1,Urban: Nearer to a major town or city,Urban,546
E00000493,UN1,Urban: Nearer to a major town or city,Urban,547
E00000494,UN1,Urban: Nearer to a major town or city,Urban,548
E00000495,UN1,Urban: Nearer to a major town or city,Urban,549
E00000496,UN1,Urban: Nearer to a major town or city,Urban,550
E00000599,UN1,Urban: Nearer to a major town or city,Urban,551
E00000600,UN1,Urban: Nearer to a major town or city,Urban,552
E00000601,UN1,Urban: Nearer to a major town or city,Urban,553
E00000602,UN1,Urban: Nearer to a major town or city,Urban,554
E00000603,UN1,Urban: Nearer to a major town or city,Urban,555
E00000604,UN1,Urban: Nearer to a major town or city,Urban,556
E00000605,UN1,Urban: Nearer to a major town or city,Urban,557
E00000606,UN1,Urban: Nearer to a major town or city,Urban,558
E00000607,UN1,Urban: Nearer to a major town or city,Urban,559
E00000608,UN1,Urban: Nearer to a major town or city,Urban,560
E00000609,UN1,Urban: Nearer to a major town or city,Urban,561
E00000610,UN1,Urban: Nearer to a major town or city,Urban,562
E00000611,UN1,Urban: Nearer to a major town or city,Urban,563
E00000612,UN1,Urban: Nearer to a major town or city,Urban,564
E00000613,UN1,Urban: Nearer to a major town or city,Urban,565
E00000614,UN1,Urban: Nearer to a major town or city,Urban,566
E00000615,UN1,Urban: Nearer to a major town or city,Urban,567
E00000616,UN1,Urban: Nearer to a major town or city,Urban,568
E00000617,UN1,Urban: Nearer to a major town or city,Urban,569
E00000618,UN1,Urban: Nearer to a major town or city,Urban,570
E00000619,UN1,Urban: Nearer to a major town or city,Urban,571
E00000620,UN1,Urban: Nearer to a major town or city,Urban,572
E00000622,UN1,Urban: Nearer to a major town or city,Urban,573
E00000624,UN1,Urban: Nearer to a major town or city,Urban,574
E00000625,UN1,Urban: Nearer to a major town or city,Urban,575
E00000626,UN1,Urban: Nearer to a major town or city,Urban,576
E00000627,UN1,Urban: Nearer to a major town or city,Urban,577
E00000628,UN1,Urban: Nearer to a major town or city,Urban,578
E00000629,UN1,Urban: Nearer to a major town or city,Urban,579
E00000630,UN1,Urban: Nearer to a major town or city,Urban,580
E00000631,UN1,Urban: Nearer to a major town or city,Urban,581
E00000632,UN1,Urban: Nearer to a major town or city,Urban,582
E00000633,UN1,Urban: Nearer to a major town or city,Urban,583
E00000634,UN1,Urban: Nearer to a major town or city,Urban,584
E00000635,UN1,Urban: Nearer to a major town or city,Urban,585
E00000636,UN1,Urban: Nearer to a major town or city,Urban,586
E00000637,UN1,Urban: Nearer to a major town or city,Urban,587
E00000638,UN1,Urban: Nearer to a major town or city,Urban,588
E00000640,UN1,Urban: Nearer to a major town or city,Urban,589
E00000641,UN1,Urban: Nearer to a major town or city,Urban,590
E00000642,UN1,Urban: Nearer to a major town or city,Urban,591
E00000643,UN1,Urban: Nearer to a major town or city,Urban,592
E00000644,UN1,Urban: Nearer to a major town or city,Urban,593
E00000645,UN1,Urban: Nearer to a major town or city,Urban,594
E00000646,UN1,Urban: Nearer to a major town or city,Urban,595
E00000647,UN1,Urban: Nearer to a major town or city,Urban,596
E00000648,UN1,Urban: Nearer to a major town or city,Urban,597
E00000649,UN1,Urban: Nearer to a major town or city,Urban,598
E00000650,UN1,Urban: Nearer to a major town or city,Urban,599
E00000651,UN1,Urban: Nearer to a major town or city,Urban,600
E00000822,UN1,Urban: Nearer to a major town or city,Urban,601
E00000823,UN1,Urban: Nearer to a major town or city,Urban,602
E00000824,UN1,Urban: Nearer to a major town or city,Urban,603
E00000825,UN1,Urban: Nearer to a major town or city,Urban,604
E00000826,UN1,Urban: Nearer to a major town or city,Urban,605
E00000827,UN1,Urban: Nearer to a major town or city,Urban,606
E00000828,UN1,Urban: Nearer to a major town or city,Urban,607
E00000829,UN1,Urban: Nearer to a major town or city,Urban,608
E00000830,UN1,Urban: Nearer to a major town or city,Urban,609
E00000831,UN1,Urban: Nearer to a major town or city,Urban,610
E00000832,UN1,Urban: Nearer to a major town or city,Urban,611
E00000833,UN1,Urban: Nearer to a major town or city,Urban,612
E00000834,UN1,Urban: Nearer to a major town or city,Urban,613
E00000835,UN1,Urban: Nearer to a major town or city,Urban,614
E00000836,UN1,Urban: Nearer to a major town or city,Urban,615
E00000837,UN1,Urban: Nearer to a major town or city,Urban,616
E00000838,UN1,Urban: Nearer to a major town or city,Urban,617
E00000839,UN1,Urban: Nearer to a major town or city,Urban,618
E00000840,UN1,Urban: Nearer to a major town or city,Urban,619
E00000841,UN1,Urban: Nearer to a major town or city,Urban,620
E00000842,UN1,Urban: Nearer to a major town or city,Urban,621
E00000843,UN1,Urban: Nearer to a major town or city,Urban,622
E00000844,UN1,Urban: Nearer to a major town or city,Urban,623
E00000845,UN1,Urban: Nearer to a major town or city,Urban,624
E00000846,UN1,Urban: Nearer to a major town or city,Urban,625
E00000847,UN1,Urban: Nearer to a major town or city,Urban,626
E00000848,UN1,Urban: Nearer to a major town or city,Urban,627
E00000849,UN1,Urban: Nearer to a major town or city,Urban,628
E00000850,UN1,Urban: Nearer to a major town or city,Urban,629
E00000851,UN1,Urban: Nearer to a major town or city,Urban,630
E00000852,UN1,Urban: Nearer to a major town or city,Urban,631
E00000853,UN1,Urban: Nearer to a major town or city,Urban,632
E00000854,UN1,Urban: Nearer to a major town or city,Urban,633
E00000855,UN1,Urban: Nearer to a major town or city,Urban,634
E00000856,UN1,Urban: Nearer to a major town or city,Urban,635
E00000857,UN1,Urban: Nearer to a major town or city,Urban,636
E00000858,UN1,Urban: Nearer to a major town or city,Urban,637
E00000859,UN1,Urban: Nearer to a major town or city,Urban,638
E00000860,UN1,Urban: Nearer to a major town or city,Urban,639
E00000861,UN1,Urban: Nearer to a major town or city,Urban,640
E00000863,UN1,Urban: Nearer to a major town or city,Urban,641
E00000864,UN1,Urban: Nearer to a major town or city,Urban,642
E00000865,UN1,Urban: Nearer to a major town or city,Urban,643
E00000866,UN1,Urban: Nearer to a major town or city,Urban,644
E00000867,UN1,Urban: Nearer to a major town or city,Urban,645
E00000868,UN1,Urban: Nearer to a major town or city,Urban,646
E00000869,UN1,Urban: Nearer to a major town or city,Urban,647
E00000870,UN1,Urban: Nearer to a major town or city,Urban,648
E00000871,UN1,Urban: Nearer to a major town or city,Urban,649
E00000872,UN1,Urban: Nearer to a major town or city,Urban,650
E00000548,UN1,Urban: Nearer to a major town or city,Urban,651
E00000549,UN1,Urban: Nearer to a major town or city,Urban,652
E00000550,UN1,Urban: Nearer to a major town or city,Urban,653
E00000551,UN1,Urban: Nearer to a major town or city,Urban,654
E00000552,UN1,Urban: Nearer to a major town or city,Urban,655
E00000553,UN1,Urban: Nearer to a major town or city,Urban,656
E00000554,UN1,Urban: Nearer to a major town or city,Urban,657
E00000555,UN1,Urban: Nearer to a major town or city,Urban,658
E00000556,UN1,Urban: Nearer to a major town or city,Urban,659
E00000557,UN1,Urban: Nearer to a major town or city,Urban,660
E00000558,UN1,Urban: Nearer to a major town or city,Urban,661
E00000559,UN1,Urban: Nearer to a major town or city,Urban,662
E00000560,UN1,Urban: Nearer to a major town or city,Urban,663
E00000561,UN1,Urban: Nearer to a major town or city,Urban,664
E00000562,UN1,Urban: Nearer to a major town or city,Urban,665
E00000563,UN1,Urban: Nearer to a major town or city,Urban,666
E00000564,UN1,Urban: Nearer to a major town or city,Urban,667
E00000565,UN1,Urban: Nearer to a major town or city,Urban,668
E00000566,UN1,Urban: Nearer to a major town or city,Urban,669
E00000567,UN1,Urban: Nearer to a major town or city,Urban,670
E00000568,UN1,Urban: Nearer to a major town or city,Urban,671
E00000569,UN1,Urban: Nearer to a major town or city,Urban,672
E00000570,UN1,Urban: Nearer to a major town or city,Urban,673
E00000571,UN1,Urban: Nearer to a major town or city,Urban,674
E00000572,UN1,Urban: Nearer to a major town or city,Urban,675
E00000573,UN1,Urban: Nearer to a major town or city,Urban,676
E00000574,UN1,Urban: Nearer to a major town or city,Urban,677
E00000575,UN1,Urban: Nearer to a major town or city,Urban,678
E00000576,UN1,Urban: Nearer to a major town or city,Urban,679
E00000577,UN1,Urban: Nearer to a major town or city,Urban,680
E00000578,UN1,Urban: Nearer to a major town or city,Urban,681
E00000579,UN1,Urban: Nearer to a major town or city,Urban,682
E00000580,UN1,Urban: Nearer to a major town or city,Urban,683
E00000581,UN1,Urban: Nearer to a major town or city,Urban,684
E00000583,UN1,Urban: Nearer to a major town or city,Urban,685
E00000584,UN1,Urban: Nearer to a major town or city,Urban,686
E00000585,UN1,Urban: Nearer to a major town or city,Urban,687
E00000586,UN1,Urban: Nearer to a major town or city,Urban,688
E00000587,UN1,Urban: Nearer to a major town or city,Urban,689
E00000588,UN1,Urban: Nearer to a major town or city,Urban,690
E00000589,UN1,Urban: Nearer to a major town or city,Urban,691
E00000590,UN1,Urban: Nearer to a major town or city,Urban,692
E00000591,UN1,Urban: Nearer to a major town or city,Urban,693
E00000592,UN1,Urban: Nearer to a major town or city,Urban,694
E00000593,UN1,Urban: Nearer to a major town or city,Urban,695
E00000594,UN1,Urban: Nearer to a major town or city,Urban,696
E00000595,UN1,Urban: Nearer to a major town or city,Urban,697
E00000596,UN1,Urban: Nearer to a major town or city,Urban,698
E00000597,UN1,Urban: Nearer to a major town or city,Urban,699
E00000598,UN1,Urban: Nearer to a major town or city,Urban,700
E00000706,UN1,Urban: Nearer to a major town or city,Urban,701
E00000707,UN1,Urban: Nearer to a major town or city,Urban,702
E00000708,UN1,Urban: Nearer to a major town or city,Urban,703
E00000709,UN1,Urban: Nearer to a major town or city,Urban,704
E00000710,UN1,Urban: Nearer to a major town or city,Urban,705
E00000711,UN1,Urban: Nearer to a major town or city,Urban,706
E00000712,UN1,Urban: Nearer to a major town or city,Urban,707
E00000713,UN1,Urban: Nearer to a major town or city,Urban,708
E00000714,UN1,Urban: Nearer to a major town or city,Urban,709
E00000715,UN1,Urban: Nearer to a major town or city,Urban,710
E00000716,UN1,Urban: Nearer to a major town or city,Urban,711
E00000717,UN1,Urban: Nearer to a major town or city,Urban,712
E00000718,UN1,Urban: Nearer to a major town or city,Urban,713
E00000719,UN1,Urban: Nearer to a major town or city,Urban,714
E00000720,UN1,Urban: Nearer to a major town or city,Urban,715
E00000721,UN1,Urban: Nearer to a major town or city,Urban,716
E00000722,UN1,Urban: Nearer to a major town or city,Urban,717
E00000723,UN1,Urban: Nearer to a major town or city,Urban,718
E00000724,UN1,Urban: Nearer to a major town or city,Urban,719
E00000725,UN1,Urban: Nearer to a major town or city,Urban,720
E00000726,UN1,Urban: Nearer to a major town or city,Urban,721
E00000727,UN1,Urban: Nearer to a major town or city,Urban,722
E00000728,UN1,Urban: Nearer to a major town or city,Urban,723
E00000730,UN1,Urban: Nearer to a major town or city,Urban,724
E00000732,UN1,Urban: Nearer to a major town or city,Urban,725
E00000737,UN1,Urban: Nearer to a major town or city,Urban,726
E00000738,UN1,Urban: Nearer to a major town or city,Urban,727
